100	0.00041426
2000	0.00846236
4000	0.0167736
6000	0.0250307
8000	0.0338285
10000	0.0429065
12000	0.0508369
14000	0.0601857
16000	0.0704084
18000	0.0792017
20000	0.0961292
22000	0.0955451
24000	0.105191
26000	0.114536
28000	0.122984
30000	0.133605
32000	0.138345
34000	0.149388
36000	0.157787
38000	0.168374
40000	0.176053
42000	0.185154
44000	0.193281
46000	0.201898
48000	0.211769
50000	0.219902
52000	0.230104
54000	0.239082
56000	0.247197
58000	0.254891
60000	0.264081
62000	0.270301
64000	0.286047
66000	0.288369
68000	0.298708
70000	0.309826
72000	0.316551
74000	0.323679
76000	0.334141
78000	0.340614
80000	0.360527
82000	0.361721
84000	0.369695
86000	0.373907
88000	0.385014
90000	0.393946
92000	0.403595
94000	0.414176
96000	0.448936
98000	0.437545
100000	0.443166
102000	0.442595
104000	0.457479
106000	0.454962
108000	0.474756
110000	0.48176
112000	0.493455
114000	0.506201
116000	0.510959
118000	0.519202
120000	0.533486
122000	0.537624
124000	0.546291
126000	0.547318
128000	0.558972
130000	0.563304
132000	0.577984
134000	0.605885
136000	0.625776
138000	1.27132
140000	0.668085
142000	0.798607
144000	0.719494
146000	0.669925
148000	0.723846
150000	0.704001
152000	0.673888
154000	0.691505
156000	0.688717
158000	0.701622
160000	0.705212
162000	0.722109
164000	0.730155
166000	0.730441
168000	0.734438
170000	0.747417
172000	0.798126
174000	0.783997
176000	0.792776
178000	0.847071
180000	0.812854
182000	0.809348
184000	0.815375
186000	0.821195
188000	0.832211
190000	0.839589
192000	0.866927
194000	0.866673
196000	0.895465
198000	0.87654
200000	0.888638
202000	0.8864
204000	0.900467
206000	0.916695
208000	0.909787
210000	0.93475
212000	0.958116
214000	0.98858
216000	0.965848
218000	0.991667
220000	0.987963
222000	0.99131
224000	0.996982
226000	1.01967
228000	1.23824
230000	1.58917
232000	1.24368
234000	1.12866
236000	1.14965
238000	1.10324
240000	1.103
242000	1.11251
244000	1.13965
246000	1.14155
248000	1.19996
250000	1.15344
252000	1.16554
254000	1.37922
256000	1.24308
258000	1.22185
260000	1.22798
262000	1.20716
264000	1.37322
266000	1.36054
268000	1.26745
270000	1.38774
272000	1.25723
274000	1.30532
276000	1.28044
278000	1.33918
280000	1.31921
282000	1.31957
284000	1.3
286000	1.41049
288000	1.37448
290000	1.35124
292000	1.34866
294000	1.35193
296000	1.36032
298000	1.37721
300000	1.37208
302000	1.39018
304000	1.40324
306000	1.48713
308000	1.8129
310000	1.69965
312000	1.77091
314000	1.8696
316000	1.66173
318000	1.57166
320000	1.51378
322000	1.4721
324000	1.7253
326000	1.44822
328000	1.51908
330000	1.50111
332000	1.46824
334000	1.4871
336000	1.4504
338000	1.46731
340000	1.49622
342000	2.36638
344000	1.86084
346000	1.87853
348000	1.88426
350000	1.74505
352000	1.68258
354000	1.70555
356000	1.75068
358000	1.82029
360000	1.77236
362000	1.65029
364000	1.66055
366000	1.67526
368000	1.64308
370000	1.65249
372000	1.67115
374000	1.6882
376000	1.69719
378000	1.72796
380000	1.75164
382000	1.69029
384000	1.73035
386000	1.74735
388000	1.82327
390000	2.33507
392000	1.93592
394000	1.84242
396000	1.85487
398000	1.80887
400000	1.80075
402000	1.93322
404000	1.97048
406000	1.86364
408000	1.92656
410000	1.89023
412000	2.00909
414000	2.98316
416000	2.22242
418000	2.26244
420000	2.15265
422000	2.50918
424000	2.36033
426000	2.40762
428000	2.58838
430000	2.62563
432000	2.47287
434000	2.43847
436000	2.66003
438000	2.5491
440000	2.73111
442000	2.20437
444000	2.33549
446000	2.38351
448000	2.37727
450000	2.16584
452000	3.06791
454000	2.31715
