0	64.6993
1000000	60.0181
2000000	91.5228
3000000	53.6213
4000000	212.854
5000000	31.5939
6000000	34.358
7000000	37.0176
8000000	311.447
9000000	35.0931
10000000	37.4184
11000000	36.4912
12000000	33.125
13000000	33.6813
14000000	33.8785
15000000	33.5447
16000000	565.414
17000000	37.8935
18000000	63.6533
19000000	49.89
20000000	48.1499
21000000	48.1271
22000000	48.8591
23000000	40.2785
24000000	41.2442
25000000	47.3746
26000000	47.2025
27000000	41.4431
28000000	40.8669
29000000	40.5181
30000000	41.8922
31000000	48.5898
32000000	49.6707
33000000	1531.92
34000000	53.633
35000000	70.6734
36000000	48.1087
37000000	47.8726
38000000	48.6137
39000000	40.3858
40000000	43.3621
41000000	47.9994
42000000	51.349
43000000	48.088
44000000	49.7259
45000000	47.7292
46000000	40.1281
47000000	34.2642
48000000	31.8343
49000000	30.8867
50000000	32.7032
51000000	34.0005
52000000	32.9674
53000000	31.0743
54000000	30.9597
55000000	31.4158
56000000	30.925
57000000	31.5939
58000000	32.1514
59000000	36.7471
60000000	54.3303
61000000	168.284
62000000	86.7245
63000000	63.6182
64000000	48.8955
65000000	50.0666
66000000	48.6689
67000000	2084.18
68000000	30.7504
69000000	29.6446
70000000	31.7876
71000000	44.9148
72000000	38.623
73000000	33.3927
74000000	31.0226
75000000	31.2565
76000000	32.0518
77000000	31.5345
78000000	32.7899
79000000	31.1615
80000000	29.9593
81000000	30.7787
82000000	31.072
83000000	29.1446
84000000	28.706
85000000	29.0204
86000000	34.9264
87000000	43.1393
88000000	35.2
89000000	31.8705
90000000	31.0104
91000000	31.0435
92000000	67.3577
93000000	37.3364
94000000	35.4214
95000000	43.4015
96000000	36.2082
97000000	32.1611
98000000	30.7537
99000000	35.7459
